avg_decr,circuit_size,mrc_2016,mrc_2017,mrc_2018,mrc_2019,mrc_2020,mrc_2021,mrc_2022,mrc_2023,mrc_2024,mrc_2025,perc_decr_2020,perc_decr_2021,perc_decr_2022,perc_decr_2023,perc_decr_2024,perc_decr_2025,perc_decr_yoy_2017,perc_decr_yoy_2018,perc_decr_yoy_2019,state
0.07210365987352828,$_mbps,743.0636363636364,846.0906209573092,595.9833333333333,560.60625,336.65244280671163,-6.847029746372755,-576.5309884522139,-1521.3353876979943,-3088.2662081866665,-5686.975738071689,-0.3994850346268676,-1.0122136165024431,-2.0284062806153407,-3.713732477470585,-6.508797321090634,-11.144331673205015,0.1386516302935513,-0.2956034276103805,-0.05935918230375564,AK
0.32315884516559373,$_mbps,7.0,4.5568583333333335,3.123421198343534,2.168,1.6209144451141895,1.2765674483195966,1.0650022800908494,0.9350176401076007,0.8551556913140897,0.8060888872215498,-0.25234573564843665,-0.4111773762363485,-0.5087627859359551,-0.5687188006883761,-0.6055554929363054,-0.6281877826468866,-0.3490202380952381,-0.3145669735888504,-0.3058893238126927,national
0.0,100,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AK
0.3510481890651033,1000,13823.0,9423.0,5519.0,3750.0,2433.5692910058624,1579.269198433807,1024.869606277322,665.0909869658026,431.61200042793536,280.09538929894205,-0.3510481890651034,-0.5788615470843181,-0.7267014383260475,-0.822642403475786,-0.8849034665525505,-0.9253078961869489,-0.3183100629385806,-0.4143054229014114,-0.320529081355318,AK
14.115384615384615,200,,,325.0,4912.5,-64429.32692307692,845015.4031065089,-11082702.017666135,145353899.53939047,-1906372297.8050826,25002805905.828197,-14.115384615384615,171.01331360946745,-2257.0207669549386,29587.580058909003,-388066.6076956911,5089628.700931949,,,14.115384615384615,AK
0.0,50,18559.0,,30797.5,30797.5,30797.5,30797.5,30797.5,30797.5,30797.5,30797.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,AK
0.033876074174581626,500,8250.0,5025.0,5025.0,7500.0,7245.9294436906375,7000.465800392389,6763.317501681674,6534.202856328459,6312.849715695714,6098.995150473819,-0.03387607417458166,-0.06660455994768151,-0.09822433310911013,-0.12877295248953877,-0.15828670457390484,-0.18680064660349077,-0.39090909090909093,0.0,0.4925373134328358,AK
0.17074614411211012,100,1510.0,1295.0,1035.0,860.0,713.1583160635853,591.3892834542426,490.41184363520694,406.67591230758427,337.2375683777896,279.65555392753794,-0.17074614411211012,-0.3123380424950668,-0.42975367019161986,-0.5271210322004835,-0.6078632925839657,-0.6748191233400721,-0.1423841059602649,-0.20077220077220076,-0.16908212560386474,national
0.1581228272275071,1000,3427.24,3041.68,2500.0,2040.54,1717.8840461291827,1446.247363906207,1217.5626418550282,1025.0381945983186,862.9562572522528,726.5031740818587,-0.15812282722750706,-0.2912428259645941,-0.4033135141408508,-0.4976632682533454,-0.5770941724973523,-0.6439652375930593,-0.11249868699011449,-0.1780857946924068,-0.183784,national
0.1312202956330587,10000,8972.95,8411.666666666664,7262.5,5850.0,5082.361270546607,4415.452322111473,3836.05536305033,3332.6870442460854,2895.3708650476497,2515.4394441687523,-0.1312202956330587,-0.24522182528009004,-0.3442640405042171,-0.43030990696648114,-0.5050648093935641,-0.5700103514241449,-0.06255282079286482,-0.13661581137309267,-0.1944922547332186,national
0.15655955298864224,200,2083.33333333333,1766.0,1490.17,1250.0,1054.3005587641971,889.2397345683987,750.0207592246313,632.5978444282209,533.55860868296,450.02491141431386,-0.15655955298864227,-0.288608212345281,-0.3999833926202949,-0.4939217244574233,-0.573153113053632,-0.6399800708685489,-0.15231999999999857,-0.1561891279728199,-0.1611695309931082,national
0.1795626450728112,50,1200.0,897.0,844.45,652.25,535.1302647512589,439.0408589540091,360.2055210251882,295.5260649000753,242.46062299865852,198.9237522070177,-0.1795626450728112,-0.32688254664007804,-0.4477492970100602,-0.5469128939822533,-0.628270413187185,-0.6950191610471173,-0.2525,-0.05858416945373462,-0.22760376576469896,national
0.16940499005538293,500,3159.015,2650.0,2200.0,1810.0,1503.376967999757,1248.6974076862664,1037.161835754992,861.4614452830948,715.5255777118164,594.311974335174,-0.1694049900553829,-0.31011192945510146,-0.42698241118508734,-0.5240544501198371,-0.6046820012641898,-0.6716508429087437,-0.16113092213870459,-0.16981132075471697,-0.17727272727272728,national
0.09291692850135541,aggregate,2414.0,2263.42,1999.0,1800.0,1632.7495286975602,1481.0394574789473,1343.4258201006896,1218.598819227519,1105.3703598695195,1002.6627411740058,-0.09291692850135544,-0.17720030140058485,-0.25365232216628353,-0.32300065598471167,-0.38590535562804473,-0.442965143792219,-0.06237779618889806,-0.11682321442772445,-0.09954977488744372,national
